Table S1. Sample information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample ID,original_sample_description,APC (cfu/g),Post-Enrichment APC (CFU/mL),ESBL Count (CFU/mL),MAC (CFU/mL),CTX-M ARG (WGS-confirmed),NDM ARG (WGS-confirmed),SHV ARG (WGS-confirmed),TEM ARG (WGS-confirmed),gDNA (ng/uL),CTX-M_qPCR _normalized_25ng,CTX-M_qPCR_normalized_CT_value,CTX-M_qPCR_non-normalized,CTX-M_qPCR_non-normalized_CT_value,NDM_qPCR,NDM_qPCR_CT_value,sample_collected_by,sample_collected_by_laboratory_name,sample_collection_project_name ,sample_plan_name,sample_plan_ID,sample_collector_contact_name,sample_collector_contact_email,purpose_of_sampling,specimen_processing,geo_loc_name (country),geo_loc_name (state/province/region),sample_collection_date,sample_collection_date_precision,sample_received date,environmental_site,available_data_types,available_data_types_details,food_product,food_product_properties,sample_storage_method,food_packaging,food_quality_date,Preparation Instructions,RTE eat?,Collection date (YYYY-MM-DD),16S-SEQID,16S comments
CFIA-AMR-2023-0139,Frozen Peaches,39,,0,0,,,,,162.05,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2161,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],10/23/2023,day [UO:0000033],10/23/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",8/8/2025,Thaw before serving + do not refreeze,RTE,8/21/2023,2024-16S-0407,
CFIA-AMR-2023-0140,Frozen Peaches,0,,0,0,,,,,125.23,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2162,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/26/2023,day [UO:0000033],6/26/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",9/9/2024,Refrigerate for 4-6 hours + microwave to defrost for 30 sec,RTE,4/20/2023,2024-16S-0252,
CFIA-AMR-2023-0141,Frozen Peaches,0,,0,0,,,,,135.31,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2163,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],9/7/2023,day [UO:0000033],9/7/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",7/20/2025,Refrigerate for 4-6 hours + microwave to defrost for 30 sec,RTE,4/20/2023,2024-16S-0250,
CFIA-AMR-2023-0142,Frozen Peaches,6,,2500,ND,,,,,160.52,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2164,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],9/7/2023,day [UO:0000033],9/7/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",6/16/2026,Thaw before serving + do not refreeze,RTE,6/5/2023,2024-16S-0394,
CFIA-AMR-2023-0143,Frozen Peaches,2,,114,197,,,,,105.87,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2165,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],9/25/2023,day [UO:0000033],9/25/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",7/11/2025,Thaw before serving + do not refreeze,RTE,5/29/2023,2024-16S-0209,
CFIA-AMR-2023-0144,Frozen coconut-shredded,100,,0,0,,,,,154.68,NEG,ND,POS,33.30,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2166,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],10/23/2023,day [UO:0000033],10/23/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],"Ready-to-eat (RTE) [FOODON:03316636];sliced, thin, below 0.5 cm [FOODON:03430145];frozen [FOODON:03302148]",Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",Missing [GENEPIO:0001618],Thaw before serving + do not refreeze,RTE,9/7/2023,2024-16S-0402,
CFIA-AMR-2023-0145,Frozen coconut-shredded,0,,0,0,,,,,153.64,POS,19.86,POS,34.27,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2167,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],10/23/2023,day [UO:0000033],10/23/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],"Ready-to-eat (RTE) [FOODON:03316636];sliced, thin, below 0.5 cm [FOODON:03430145];frozen [FOODON:03302148]",Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",Missing [GENEPIO:0001618],Refrigerate for 4-6 hours + microwave to defrost for 30 sec,RTE,5/8/2023,2024-16S-0272; 2024-16S-0278,Duplicate sequences
CFIA-AMR-2023-0146,Frozen coconut-shredded,32000,,ND,ND,,,,,106.76,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2168,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],10/23/2023,day [UO:0000033],10/23/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],"Ready-to-eat (RTE) [FOODON:03316636];sliced, thin, below 0.5 cm [FOODON:03430145];frozen [FOODON:03302148]",Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",12/1/2024,Thaw before serving + do not refreeze,RTE,9/29/2023,2024-16S-0211,
CFIA-AMR-2023-0147,Frozen coconut-shredded,1800,,ND,ND,,,,,151.94,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2169,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],10/23/2023,day [UO:0000033],10/23/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],"Ready-to-eat (RTE) [FOODON:03316636];sliced, thin, below 0.5 cm [FOODON:03430145];frozen [FOODON:03302148]",Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",1/10/2025,Thaw before serving + do not refreeze,RTE,9/7/2023,2024-16S-0269,
CFIA-AMR-2023-0148,Frozen Avocado,1,,7560,90,,,,,141.61,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2170,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],9/29/2023,day [UO:0000033],9/29/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,Avocado [FOODON:00003600],Ready-to-eat (RTE) [FOODON:03316636];sliced [FOODON:03430137];frozen [FOODON:03302148],Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",7/25/2025,Refrigerate for 2-3 hours + microwave to defrost for 30 sec,RTE,6/12/2023,2024-16S-0268,
CFIA-AMR-2023-0149,Frozen Avocado,0,,77200,35000,,,,,154.49,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2171,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],9/25/2023,day [UO:0000033],9/25/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,Avocado [FOODON:00003600],Ready-to-eat (RTE) [FOODON:03316636];sliced [FOODON:03430137];frozen [FOODON:03302148],Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",8/18/2025,Thaw before serving + do not refreeze,RTE,5/16/2023,2024-16S-0414,
CFIA-AMR-2023-0150,Frozen Avocado,0,,280,230,,,,,27.36,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2172,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],9/25/2023,day [UO:0000033],9/25/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,Avocado [FOODON:00003600],Ready-to-eat (RTE) [FOODON:03316636];sliced [FOODON:03430137];frozen [FOODON:03302148],Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",3/11/2025,Thaw before serving + do not refreeze,RTE,5/16/2023,2024-16S-0216,
CFIA-AMR-2023-0151,Frozen Avocado,1,,2000,ND,,,,,133.89,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2173,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],9/29/2023,day [UO:0000033],9/29/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,Avocado [FOODON:00003600],Ready-to-eat (RTE) [FOODON:03316636];sliced [FOODON:03430137];frozen [FOODON:03302148],Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",1/25/2025,Refrigerate for 2-3 hours + microwave to defrost for 30 sec,RTE,6/15/2023,2024-16S-0263,
CFIA-AMR-2023-0152,Frozen Avocado,0,,63,49,,,,,111.16,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2174,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],9/29/2023,day [UO:0000033],9/29/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,Avocado [FOODON:00003600],Ready-to-eat (RTE) [FOODON:03316636];sliced [FOODON:03430137];frozen [FOODON:03302148],Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",2/18/2025,Thaw coconut at room temperature or leave in refrigerator overnight,RTE,4/20/2023,2024-16S-0282,
CFIA-AMR-2023-0153,Frozen Avocado,0,,ND,0,,,,,33.56,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2175,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],9/29/2023,day [UO:0000033],9/29/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,Avocado [FOODON:00003600],Ready-to-eat (RTE) [FOODON:03316636];sliced [FOODON:03430137];frozen [FOODON:03302148],Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",12/6/2024,Suggestion: Cook thoroughly before consumption,Cook,5/8/2023,2024-16S-0401,
CFIA-AMR-2023-0154,Frozen Avocado,1,,250,ND,,,,,147.79,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2176,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],10/23/2023,day [UO:0000033],10/23/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,Avocado [FOODON:00003600],Ready-to-eat (RTE) [FOODON:03316636];sliced [FOODON:03430137];frozen [FOODON:03302148],Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",1/25/2025,Refrigerate for 2-3 hours + microwave to defrost for 30 sec,RTE,6/15/2023,2024-16S-0256,
CFIA-AMR-2023-0155,Frozen Avocado,0,,ND,ND,,,,,42.17,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2177,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],10/23/2023,day [UO:0000033],10/23/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,Avocado [FOODON:00003600],Ready-to-eat (RTE) [FOODON:03316636];sliced [FOODON:03430137];frozen [FOODON:03302148],Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",7/25/2025,Run water over bag for 15 minutes (no temp specified),RTE,5/8/2023,2024-16S-0210,
CFIA-AMR-2023-0156,Frozen Avocado,0,,188000,70400,,,,,27.09,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2178,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],10/23/2023,day [UO:0000033],10/23/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,Avocado [FOODON:00003600],Ready-to-eat (RTE) [FOODON:03316636];sliced [FOODON:03430137];frozen [FOODON:03302148],Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",1/24/2025,Thaw coconut at room temperature or leave in refrigerator overnight,RTE,5/16/2023,2024-16S-0213,Removed from 16S analysis - due to low read retention after removal of non bacterial 16s read.
CFIA-AMR-2023-0157,Frozen Avocado,0,,ND,ND,,,,,0.88,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2179,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],10/23/2023,day [UO:0000033],10/23/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,Avocado [FOODON:00003600],Ready-to-eat (RTE) [FOODON:03316636];sliced [FOODON:03430137];frozen [FOODON:03302148],Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",3/29/2025,none,RTE,6/1/2023,2024-16S-0189,Removed from 16S analysis - due to low read retention after removal of non bacterial 16s read.
CFIA-AMR-2023-0158,Frozen coconut-shredded,1300,,12900000,12100000,,,,,167.43,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2180,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],10/23/2023,day [UO:0000033],10/23/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],"Ready-to-eat (RTE) [FOODON:03316636];sliced, thin, below 0.5 cm [FOODON:03430145];frozen [FOODON:03302148]",Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",11/4/2024,Refrigerate for 2-3 hours + microwave to defrost for 30 sec,RTE,10/23/2023,2024-16S-0409,
CFIA-AMR-2023-0159,Frozen coconut-shredded,1600,,18900000,20700000,,,,,156.89,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2181,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],10/23/2023,day [UO:0000033],10/23/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],"Ready-to-eat (RTE) [FOODON:03316636];sliced, thin, below 0.5 cm [FOODON:03430145];frozen [FOODON:03302148]",Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",11/10/2024,Thaw before serving + do not refreeze,RTE,9/7/2023,2024-16S-0397,
CFIA-AMR-2023-0160,Frozen coconut-shredded,25000,,21800000,8640000,CTX-M-15,,,,164.24,TRUE_POS,28.46,TRUE_POS,25.82,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2182,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],10/23/2023,day [UO:0000033],10/23/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],"Ready-to-eat (RTE) [FOODON:03316636];sliced, thin, below 0.5 cm [FOODON:03430145];frozen [FOODON:03302148]",Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",1/31/2025,Thaw before serving + do not refreeze,RTE,9/29/2023,2024-16S-0395,
CFIA-AMR-2023-0161,Frozen coconut-shredded,37000,,49000000,29000000,,,,,139.00,POS,23.26,POS,19.77,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2183,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],10/23/2023,day [UO:0000033],10/23/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],"Ready-to-eat (RTE) [FOODON:03316636];sliced, thin, below 0.5 cm [FOODON:03430145];frozen [FOODON:03302148]",Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",7/12/2025,Refrigerate for 2-3 hours + microwave to defrost for 30 sec,RTE,10/23/2023,2024-16S-0261,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
